FundID,FundName,FundFormerName,FundNo,FirstFund,Investor,InvestorWebsite,Vintage,FundStatus,FundSize,NativeFundSize,NativeFundCurrency,FundSizeGroup,FundCategory,FundType,FundAccessPoint,SBICFund,CloseDate,OpenDate,FundTargetSizeLow,FundTargetSizeHigh,FundTargetSize,Domiciles,FundLocation,FundCity,FundState_Province,FundCountry,TimeTakenToCloseFund,FundFamily,TotalFundInvestments,AsOfYear,AsOfQuarter,IRR,DPI,TVPI,RVPI,GainSinceInception,Contributed,CalledDownPercent,DryPowder,DryPowderPercent,Distributed,NAV,DistributedAndNAV,Sources,Quartile,IRRDifferenceFromBenchmark,DPIDifferenceFromBenchmark,TVPIDifferenceFromBenchmark,RVPIDifferenceFromBenchmark,IRRBenchmark,DPIBenchmark,TVPIBenchmark,RVPIBenchmark,RowID,LastUpdated
18225-01F,Activant Capital IV,Activant Ventures IV,4,,Activant Capital,Activant Capital (www.activantcapital.com),2022,Closed,377.295923,377.295923,USD,250M - 499M,Private Equity,Growth/Expansion,Primary Fund,No,12/31/2021,12/17/2020,425,,> 425,"Cayman Islands, United States: Delaware","Greenwich, CT",Greenwich,Connecticut,United States,1 year 14 days,Activant Ventures,1,2023,3Q,-13.54,0.0,0.87,0.87,-34.23919753,272.13084948,72.13,265.0,70.23746809,0.03,237.85725765,237.89165195,SWIB,4 (Bottom),-27.34,0.0,-0.27,-0.2,13.8,0.0,1.14,1.07,b9a85a4743572d20da33a4304f324952dc80d1da6ba073d363cba850d1696b2f,12/12/2024
18237-52F,Hashed Venture Fund,,1,Yes (Hashed),Hashed,Hashed (www.hashed.com),2021,Closed,120.0,120.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,11/12/2020,,,,,South Korea,"Seoul, South Korea",Seoul,Gangnam-gu,South Korea,,Hashed Venture Fund,80,,,,,,,,,,24.75,20.62575,,,,,,,,,,12.74,0.0,1.07,1.04,588a1bc4585e47fc01a85e70d606bd1e8888791424835cde1d95f1185cefef0b,12/13/2024
18244-27F,RareBreed Fund I,,1,Yes (RareBreed Ventures),RareBreed Ventures,RareBreed Ventures (rarebreed.vc),2020,Closed,10.0,10.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,12/31/2020,10,,> 10,United States,"Baltimore, MD",Baltimore,Maryland,United States,1 year,RareBreed Fund,44,,,,,,,,,,2.1,21.01397,,,,,,,,,,14.7,0.0,1.29,1.23,9df49561cc6eef25bb291639ec6e6ca6bd8d05f675cba4f6ce5f7089dc02af79,12/12/2024
18270-19F,Unpopular Ventures Preferred A1,,1,Yes (Unpopular Ventures),Unpopular Ventures,Unpopular Ventures (www.unpopular.vc),2021,Closed,0.527875,0.527875,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2021,01/04/2021,1.03,,> 1.03,United States: Delaware,"Seattle, WA",Seattle,Washington,United States,361 days,Unpopular Ventures Preferred,27,,,,,,,,,,0.16,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,d08d65790b408c736da1bf6364ea6c2b70c86f97d2fc72cfb27f38c75926be5c,12/14/2024
18271-27F,Crossbeam Venture Partners Fintech Fund I,,1,Yes (Crossbeam Venture Partners),Crossbeam Venture Partners,Crossbeam Venture Partners (www.crossbeam.vc),2020,Closed,25.0,25.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,03/31/2021,03/18/2020,,,,United States: Delaware,"New York, NY",New York,New York,United States,1 year 13 days,Crossbeam Venture Partners Fund,23,,,,,,,,,,5.25,21.01397,,,,,,,,,,14.7,0.0,1.29,1.23,9adb3195b5b8cfcba04a765762c8b9698113cff51cce7002c9ef8a34b62135c0,12/12/2024
18276-58F,Yolo Investments fund 3,,3,,Yolo Investments,Yolo Investments (yolo.io),,Closed,102.13102885,97.0,EUR,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,Malta,"Tallinn, Estonia",Tallinn,,Estonia,,Yolo Investments fund,12,,,,,,,,,,,,,,,,,,,,,,,,,94f49af9c6e7d8d1e9bd3bea8f5d2353921077165eca6d1d5c6989c783a4bd27,12/15/2024
18276-67F,Yolo Investments fund 4,,4,,Yolo Investments,Yolo Investments (yolo.io),,Closed,,,EUR,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,Malta,"Tallinn, Estonia",Tallinn,,Estonia,,Yolo Investments fund,5,,,,,,,,,,,,,,,,,,,,,,,,,0c45c52f302b1fc2a5dc9110fbd60e5c8cad8691835f81aef9a17f38bddecd19,12/09/2024
18276-76F,Oak HC/FT Partners IV,,4,,Oak HC/FT,Oak HC/FT (www.oakhcft.com),2021,Closed,1400.0,1400.0,USD,1B - 4.99B,Venture Capital,Venture - General,Primary Fund,No,05/13/2021,01/19/2021,,,,"Cayman Islands, United States: Delaware","Stamford, CT",Stamford,Connecticut,United States,114 days,Oak HC/FT Partners Fund,5,2024,2Q,8.65,0.0,1.22,1.22,280.24967698,1274.09687901,91.01,125.9,8.99308007,0.00,1554.34662597,1554.34662597,"ARMB, CalSTRS, HIERS, PSERS, SURS, VCERA",2 (Upper-Mid),8.93,0.0,0.19,0.215,2.17,0.0,1.04,1.02,b5f5eb2287a60ac142442bbdc7caaa9208fcbac5488376e6a774454f82f8e6dd,12/14/2024
18277-48F,Apeiron Presight Capital Fund II,,3,,Presight Capital,Presight Capital (www.presight.vc),2021,Closed,400.0,400.0,USD,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,03/03/2021,01/29/2021,250,,> 250,United States: Delaware,"West Hollywood, CA",West Hollywood,California,United States,33 days,Apeiron Presight Capital Fund,47,,,,,,,,,,133.33,33.33333333,,,,,,,,,,2.17,0.0,1.04,1.02,8dec94d473172525808efe71fac12a3f2571329efeb5f6936522da48686c50f5,12/14/2024
18285-76F,Binance Polkadot Fund,,"3 (Binance), 2 (Binance Labs)",,"Binance, Binance Labs","Binance (www.binance.com), Binance Labs (labs.binance.com)",2022,Closed,10.0,10.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/23/2020,,,,,"Hong Kong, Malta","Vilnius, Lithuania",Vilnius,,Lithuania,,,7,,,,,,,,,,5.99,59.89508929,,,,,,,,,,4.0,0.0,0.98,0.97,1ec6b51d0f649bd1e5fc0e0a2777e4632a8427821da76270617b824101ee5009,12/09/2024
18286-48F,Thrive Capital Partners VII,,8,,Thrive Capital,Thrive Capital (www.thrivecap.com),2021,Closed,500.0,500.0,USD,500M - 999M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/11/2021,02/04/2021,500,,> 500,United States: Delaware,"New York, NY",New York,New York,United States,7 days,Thrive Capital Partners,11,,,,,,,,,,166.67,33.33333333,,,,,,,,,,2.17,0.0,1.04,1.02,26527527abf93db072fb5bb78d03fe7d3120dc9b7aebf44e92aae44cf004d2a4,12/14/2024
18309-43F,Acrew Diversify Capital Fund,ADLF,2,,Acrew Capital,Acrew Capital (www.acrewcapital.com),2021,Closed,300.0,300.0,USD,250M - 499M,Venture Capital,Venture Capital - Later Stage,Primary Fund,No,09/28/2021,04/02/2021,300,,> 300,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,179 days,Acrew Diversify Capital Fund,19,2021,4Q,15.7,0.0,1.04,1.04,5.56,131.08,43.69,100.0,33.33333333,0.00,136.64,136.64,LAFPP,1 (Top),13.53,0.0,0.0,0.02,2.17,0.0,1.04,1.02,49dfae9f4fa032b0b938c020fcb1aef88117908836de7e20f946221c9b974c10,12/14/2024
18311-14F,Crypto VC Fund,,"1 (Digital Currency Group), 2 (North Island Ventures)",Yes (Digital Currency Group),"Digital Currency Group, North Island Ventures","Digital Currency Group (www.dcg.co), North Island Ventures (www.northisland.ventures)",2021,Closed,72.0,72.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,02/04/2021,,,,,United States,"New York, NY",New York,New York,United States,,,15,,,,,,,,,,22.2,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,82ca794e482d511f473f6bd65d8d479f178a24ea1147298c83992122fe0ebcc5,12/14/2024
18320-14F,Spartan Venture Fund,,1,Yes (Spartan Group),Spartan Group,Spartan Group (www.spartangroup.io),2021,Closed,30.0,30.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,02/09/2021,50,,> 50,Singapore,"Singapore, Singapore",Singapore,,Singapore,325 days,Spartan Venture Fund,5,,,,,,,,,,6.19,20.62575,,,,,,,,,,12.74,0.0,1.07,1.04,eaf1a420e5fde2f2cdca38956870d46b059f59d1c7c286ab948dff4a5de4bcd9,12/10/2024
18320-59F,Igah Ventures Fund III,,4,,Igah Ventures,Igah Ventures (www.igahventures.com),2021,Closed,139.41729766,750.0,BRL,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/08/2021,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,Igah Ventures Fund,13,,,,,,,,,,40.43,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,5cea90c525ccc90aa662b9c9efd9e7dae0c9bc8f26f58e84143b703e6c482e0f,12/09/2024
18355-06F,PVP Fund III,,6,,Primary Venture Partners,Primary Venture Partners (www.primary.vc),2021,Closed,150.0,150.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/24/2021,06/24/2020,150,,> 150,United States: Delaware,"New York, NY",New York,New York,United States,245 days,PVP Fund,25,2024,1Q,,0.0,1.44,1.44,53.068665,120.33322,80.22,29.67,19.77785333,0.10,173.301165,173.401885,NYSCRF,,,0.0,0.44,0.44,7.0,0.0,1.0,1.0,37e7b045313c0828767e10cf804920833a05efafa7e69781743cee6b0f0e489b,12/12/2024
18355-33F,Sequoia Capital India Seed Fund II,,16,,Peak XV Partners,Peak XV Partners (www.peakxv.com),2023,Closed,195.0,195.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/25/2021,02/22/2021,,,,Mauritius,"Bengaluru, India",Bengaluru,Karnataka,India,31 days,Sequoia Capital India Seed Fund,11,2024,2Q,1.5,0.09,1.04,0.95,5.12820095,147.31893105,75.55,47.68,24.45183023,12.73,139.71241248,152.447132,UC Regents,,0.0,0.0,0.16,0.11,1.5,0.09,0.88,0.84,8bc1370dc266b76e796fe6760cc935c94862cb6023ec5903a54454e0362456f3,12/09/2024
18367-57F,Third Point Venture Fund I,"Third Point Venture Fund, Third Point Venture Offshore Fund","2 (Third Point), 1 (Third Point Ventures)",Yes (Third Point Ventures),"Third Point, Third Point Ventures","Third Point (www.thirdpoint.com), Third Point Ventures (www.thirdpointventures.com)",2021,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2021,02/26/2021,,,,"Cayman Islands, United States: Delaware","New York, NY",New York,New York,United States,308 days,"Third Point Venture Fund, Third Point Venture Fund",72,,,,,,,,,,,100.0,,,,,,,,,,,,,,0aa1c0b6cc6a2d3cd85083e9b238e5420b2a0c3a6fd54dd7ee72ff6092a35c7b,12/09/2024
18367-93F,Serra Capital Ag Tech Fund,,6,,Serra Ventures,Serra Ventures (www.serraventures.com),2022,Closed,45.15,45.15,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/28/2022,01/19/2021,,,,United States: Delaware,"Champaign, IL",Champaign,Illinois,United States,1 year 9 days,Serra Capital Ag Tech Fund,17,2023,4Q,-12.2,,0.88,,,,,30.29,67.08,,14.2007586,14.2007586,Illinois State Treasurer,3 (Lower-Mid),-9.35,,-0.05,,-2.85,0.0,0.93,0.962,20caf0925a0dc427e5cc0ff26eb0c02b59da75dc6f84c3e3dc63405f0e24ab37,12/14/2024
18370-27F,SeedFolio Fund 2,,2,,SeedFolio,SeedFolio (www.seedfolio.vc),2021,Closed,11.0,11.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2021,03/01/2021,20,,> 20,United States: Delaware,"San Diego, CA",San Diego,California,United States,305 days,SeedFolio Fund,38,,,,,,,,,,3.39,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,7c3ae600eb95c52309d230e49d48e7fa14a735be04353e41361addb12acd60fc,12/14/2024
18382-42F,Houghton Street Ventures I,,1,Yes (Houghton Street Ventures),Houghton Street Ventures,Houghton Street Ventures (www.houghtonstreet.com),2022,Open,10.0,10.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,03/05/2021,2.93,,> 2.93,United Kingdom,"London, United Kingdom",London,England,United Kingdom,,Houghton Street Ventures,3,,,,,,,,,,5.99,59.89508929,,,,,,,,,,4.0,0.0,0.98,0.97,e5458dee6dbc45851f014ba71ccdb9fac88d2e077881e0bde53cfb6e8d5afd3f,12/09/2024
18386-11F,Coatue Ventures II,,12,,Coatue Management,Coatue Management (www.coatue.com),2021,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,03/05/2021,500,,> 500,United States: Delaware,"New York, NY",New York,New York,United States,301 days,Coatue Ventures,2,,,,,,,,,,,100.0,,,,,,,,,,,,,,0541c5912458deaa0b5ab89f45c90c71a72b27031456f603b1a5fc611ddcdb08,12/09/2024
18392-32F,DOMO Ventures Fund II,,4,,DOMO.VC,DOMO.VC (domo.vc),2021,Closed,24.12445767,128.63,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/29/2021,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,Domo Venture Fund,10,,,,,,,,,,7.0,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,0ace722c847cde23eb657da7668dbf6df92ad4a7103db64c22e5b48575908a2a,12/09/2024
18392-50F,DOMO Enterprise Fund,,3,,DOMO.VC,DOMO.VC (domo.vc),2021,Closed,25.02656947,133.44,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/29/2021,,18.75,,> 18.75,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,DOMO Enterprise Fund,14,,,,,,,,,,7.26,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,b943cec9fd2632fa8f91e48d9879670e026384395f71000acaedde326b34d0e7,12/09/2024
18402-85F,Clocktower Latin American Technologies I,,3,,Clocktower Ventures,Clocktower Ventures (www.clocktowerventures.com),2021,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,03/12/2021,5.1,25,5.1 - 25,"Cayman Islands, United States: Delaware","Santa Monica, CA",Santa Monica,California,United States,294 days,Clocktower Latin American Technologies,52,,,,,,,,,,,,,,,,,,,,,,,,,926c308f638a8c35acff0816930c52a7330078d3dc53671ac92270c10f759ef0,12/11/2024
18407-62F,Scale Capital Directs,,2,,Scale Capital (Chile),Scale Capital (Chile) (www.scale.capital),,Evergreen,35.0,35.0,USD,0 - 99M,Private Equity,Growth/Expansion,Primary Fund,No,,08/14/2020,,,,Chile,"Coral Gables, FL",Coral Gables,Florida,United States,,,2,,,,,,,,,,,,,,,,,,,,,,,,,46fea16c1e4eeaeeed0f5713983cb9205f55a517997093e14cd0902e055665c3,12/09/2024
18438-94F,ZX Ventures Growth Equity Fund,,4,,ZX Ventures ( Other Capital Markets/Institutions),ZX Ventures ( Other Capital Markets/Institutions) (www.zx-ventures.com),,Evergreen,,,USD,,Venture Capital,Venture Capital - Later Stage,Primary Fund,No,,,,,,United States,"New York, NY",New York,New York,United States,,,4,,,,,,,,,,,,,,,,,,,,,,,,,526f5075a4096b3ceb3a3b0efe5842e2afd7fb939c6bbb7f5a648c59092f1e72,12/09/2024
18459-10F,Great North Capital Fund II,,2,,Great North Ventures,Great North Ventures (www.greatnorthventures.com),2021,Closed,41.04,41.04,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,05/23/2022,02/24/2021,40,,> 40,United States: Delaware,"Maple Grove, MN",Maple Grove,Minnesota,United States,1 year 88 days,Great North Capital Fund,15,,,,,,,,,,12.65,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,205f7674ef9fe8d05a05dabe2fab6a95e56eebca54c459308ed28f15b0847fe2,12/14/2024
18459-55F,Rise Capital Mountain Holdings Fund,,5,,Rise Capital,Rise Capital (www.risecapital.com),2021,Closed,1.313131,1.313131,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,03/26/2021,03/16/2021,1.31,,> 1.31,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,10 days,,1,,,,,,,,,,0.4,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,e4d424685577f218fc5d65d7a9551402173ee60ac80cb069d88e2d8f650bd0de,12/14/2024
18460-99F,KB Partners Myriad Opportunity Fund 2,,4,,KB Partners,KB Partners (www.kbpartners.com),2021,Closed,126.81,126.81,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,11/25/2022,03/29/2021,100,,> 100,United States: Delaware,"Highland Park, IL",Highland Park,Illinois,United States,1 year 241 days,KB Partners Myriad Opportunity Fund,20,,,,,,,,,,39.1,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,430c1af2ba495e0088b88b1b8c8a54fbc3ffc5702ee3ac760b62f9d9aba29827,12/14/2024
18461-71F,Serena Ventures Fund I,,1,Yes (Serena Ventures),Serena Ventures,Serena Ventures (www.serenaventures.com),2021,Closed,111.0,111.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/01/2022,03/29/2021,,,,United States: Delaware,"Washington, DC",Washington,District of Columbia,United States,337 days,Serena Ventures Fund,67,,,,,,,,,,34.22,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,407bdc972fa5d493752ed3d6e52728b78c730ceacb4e808f7c1c8ed695ca608c,12/14/2024
18462-25F,Streamlined Venture Opportunity Fund II,,5,,Streamlined Ventures,Streamlined Ventures (www.streamlined.vc),2021,Closed,35.0,35.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,03/29/2021,03/15/2021,30.5,,> 30.5,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,14 days,Streamlined Opportunity Fund,18,,,,,,,,,,10.79,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,90811fb16c7c0e0df6e1780a74e06789a670c03d3b6b2e2be8b4f804f5d8b7d7,12/14/2024
18469-36F,Spur Ventures VII,,8,,Spur Capital Partners,Spur Capital Partners (www.spurcapital.com),2021,Closed,101.3,101.3,USD,100M - 249M,Venture Capital,Venture - General,Fund of Funds,No,12/31/2022,,150,,> 150,United States: Delaware,"Bartlesville, OK",Bartlesville,Oklahoma,United States,,Spur Ventures,6,2024,2Q,-7.3,0.0,0.91,0.91,-2.8,31.1,30.70,42.7,42.15202369,0.00,28.3,28.3,Spur,4 (Bottom),-14.3,0.0,-0.09,-0.09,7.0,0.0,1.0,1.0,4a5cc782a1a5ceccce977da4f78fd4c9c780e7a604e8f5d77f57a2e3668f6f92,12/12/2024
18470-17F,Parceiro Ventures I,,1,Yes (Parceiro Ventures),Parceiro Ventures,Parceiro Ventures (www.parceiroventures.com),2021,Closed,12.99,12.99,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2023,03/29/2021,20,,> 20,United States: Delaware,"Minneapolis, MN",Minneapolis,Minnesota,United States,1 year 278 days,Parceiro Ventures,8,2023,4Q,59.0,0.0,3.1,3.102,18.5,8.8,67.74,4.0,30.83095766,0.00,27.3,27.3,Parceiro,1 (Top),52.0,0.0,2.1,2.102,7.0,0.0,1.0,1.0,eb1e656884e9cfaa2f56539d36c69e0655ccf096c16629dcbea1d6a634cc819e,12/14/2024
18471-16F,Harlem Capital Partners Venture Fund II,,2,,Harlem Capital,Harlem Capital (harlem.capital),2021,Closed,134.0,134.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,03/31/2021,03/29/2021,100,125,100 - 125,United States: Delaware,"New York, NY",New York,New York,United States,2 days,Harlem Capital Partners Venture Fund,19,,,,,,,,,,41.31,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,a0933262f0264414cd39cf289142881994c83d52df48fa092fce0659c425943d,12/14/2024
18474-13F,Core Ventures Group Fund I,,1,Yes (Core Ventures Group),Core Ventures Group,Core Ventures Group (www.coreventuresgroup.com),2013,Closed,6.25,6.25,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,08/13/2013,08/30/2012,5,,> 5,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,348 days,Core Ventures Group Fund,9,2021,4Q,28.48,3.306,7.12,3.808,37.601555,6.15,98.40,0.33,5.35615833,20.33,23.417019,43.751555,CVG,2 (Upper-Mid),10.25,2.616,5.01,2.808,18.23,0.69,2.11,1.0,3d2d7c108adbdb73e1fb55b04a4421a9b59b4098aa96c8dcb19e415afd50edf9,12/09/2024
18476-38F,Tau Ventures Opportunity Fund I,,1,Yes (Tau Ventures),Tau Ventures,Tau Ventures (www.tauventures.com),2021,Closed,20.0,20.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,11/30/2021,04/02/2021,20,,> 20,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,242 days,Tau Ventures Opportunity Fund,47,,,,,,,,,,6.17,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,6589bf5915524b80465fa10b9ee9ef6899dcaab31f41af114446ed1c83dbf729,12/14/2024
18476-92F,Boro Capital Partners II,,2,,Boro Capital,Boro Capital (www.borocapital.com),2021,Closed,20.0,20.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2021,04/02/2021,20,,> 20,United States: Delaware,"New York, NY",New York,New York,United States,273 days,Boro Capital Partners,18,,,,,,,,,,6.17,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,bfe1edf1e36909ed82ce9afac377e4da6275caa3f5c4bb30b20d13ea01b3f81a,12/14/2024
18484-21F,Zigg Capital Proptech Fund,,2,,Zigg Capital,Zigg Capital (www.ziggcap.com),2021,Closed,225.0,225.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,03/30/2021,,,,,United States,"New York, NY",New York,New York,United States,,,17,,,,,,,,,,69.37,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,226b3162140be355f5e9aa17928bbd8f2d348759d4a96f24d325b1c6583e0762,12/14/2024
18492-13F,Portage Ventures III International,,3,,Portage,Portage (portageinvest.com),2021,Closed,655.0,655.0,USD,500M - 999M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,07/21/2022,03/24/2021,,,,Canada,"Toronto, Canada",Toronto,Ontario,Canada,1 year 119 days,Portage Ventures International,37,2024,3Q,,0.0,1.06,1.06,25.0,394.0,60.15,261.0,39.84732824,0.00,419.0,419.0,Power Corporation,,,0.0,0.02,0.04,2.17,0.0,1.04,1.02,29fc8d9048950236b176a662cb447cf2769605049457b2dda09a47423dcca580,12/14/2024
18492-31F,Framework Ventures II,,2,,Framework Ventures,Framework Ventures (dev-frameworkventures.netlify.app),2022,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,01/01/2022,04/06/2021,250,,> 250,"Cayman Islands, United States: Delaware","San Francisco, CA",San Francisco,California,United States,270 days,Framework Ventures,25,,,,,,,,,,67.08,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,d38b541c56ec453f0f108f2a4814690c129f243e8e4d74ecf91968e4c2669069,12/14/2024
18496-18F,Shilling Founders Fund,,1,Yes (Shilling (Portugal)),Shilling (Portugal),Shilling (Portugal) (shilling.vc),2020,Closed,58.90210998,52.0,EUR,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/18/2022,,,,,Portugal,"Lisbon, Portugal",Lisbon,,Portugal,,,21,,,,,,,,,,19.44,33.0,,,,,,,,,,17.33,0.025,1.36,1.06,c1a20c8f71d9d940444c62090ed8ae004774a22f1df2eff9727e3f687425539d,12/09/2024
18516-25F,Quiet Venture II,,3,,Quiet Capital,Quiet Capital (www.quiet.com),2021,Closed,528.0,528.0,USD,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,06/02/2021,02/18/2021,400,,> 400,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,104 days,Quiet Venture,12,,,,,,,,,,176.0,33.33333333,,,,,,,,,,2.17,0.0,1.04,1.02,0a1fcb0c22c2e624a32cfc34a06619c91cb399bcdae0467d29ff3e66249d660a,12/14/2024
18516-52F,Haystack Ventures VI,,6,,Haystack Management Company,Haystack Management Company (haystack.vc),2022,Closed,50.0,50.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,05/01/2021,04/12/2021,50,,> 50,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,19 days,Haystack,20,,,,,,,,,,33.54,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,650d19d53c3f07996307ca22f2ba6ca5681b3b35f653930625576c94e6fd61c6,12/14/2024
18517-33F,TheVentureCity Fund II,,3,,TheVentureCity,TheVentureCity (www.theventure.city),2021,Closed,72.5,72.5,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2022,04/09/2021,100,,> 100,United States: Delaware,"Miami, FL",Miami,Florida,United States,1 year 266 days,TheVentureCity Fund,3,,,,,,,,,,22.35,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,3f8c12ea779ea600a7976a4cfacd258ba2cfccb11d5f94f8da441b0f229616f4,12/14/2024
18559-54F,Redwood Ventures Fund II,,2,,Redwood Ventures,Redwood Ventures (www.redwood.ventures),,Open,50.0,50.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,09/09/2018,,,,Mexico,"Guadalajara, Mexico",Guadalajara,Jalisco,Mexico,,Redwood Ventures Fund,23,,,,,,,,,,,,,,,,,,,,,,,,,b241d934991af7672992bf8afec6eb7fed88c95662bccbef2ee406cfb246fb3b,12/09/2024
18570-61F,Cometa III,,3,,Cometa (Mexico),Cometa (Mexico) (www.cometa.vc),2021,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2022,,100,,> 100,Mexico,"Mexico City, Mexico",Mexico City,,Mexico,,Cometa,15,,,,,,,,,,,,,,,,,,,,,,,,,c6909e7c24a326d78dd818fb6d16a814f93fc3d997434aa3a24d4e2d48fedfc9,12/14/2024
18571-78F,Gilgamesh Fintech Ventures,,1,Yes (Gilgamesh Ventures),Gilgamesh Ventures,Gilgamesh Ventures (gilgamesh.wpengine.com),2021,Closed,10.0,10.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2021,03/29/2021,,,,United States: Delaware,"New York, NY",New York,New York,United States,277 days,Gilgamesh Fintech Ventures,16,,,,,,,,,,3.08,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,537f65a9dd8541cd812936988e671a694c63c4adc12e0c622067718e12dde635,12/14/2024
